ticker,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,logo_url,zip
KERVT.IS,Consumer Defensive,1512.0,"Kerevitas Gida Sanayi ve Ticaret A.S. produces and trades in frozen and canned foods in Turkey. The company offers frozen and canned products, including bakery, vegetables and fruits, potato and croquette, meat and aquatic, canned tuna, and ready meals products. The company was founded in 1970 and is based in Istanbul, Turkey. Kerevitas Gida Sanayi ve Ticaret A.S. is a subsidiary of Yildiz Holding A.S.",Istanbul,90 850 209 16 16,Turkey,[],https://www.kerevitas.com.tr,1.0,Kisikli Mahallesi Yenisen,90 212 676 01 29,Packaged Foods,Sokak Yildiz Holding B Blok Apt. No:8 B/1 UeskUedar,0.15886,0.05242,0.23392999,54443188.0,1.434,0.15025,1000243968.0,,none,973778357.0,-1062319104.0,,8.15,,1.355,0.12425,,,123.328,0.20363002,,289011456.0,2488584448.0,6296440320.0,0.437,TRY,9.511,0.55,,IST,KEREVITAS GIDA,Kerevitas Gida Sanayi ve Ticaret A.S.,Europe/Istanbul,TRT,False,10800000,,EQUITY,KERVT.IS,,,finmb_20853800,810d7618-24b4-3eef-b92d-a4d2ba4d1c15,tr_market,,1.182,,7.444,,,,,662000000.0,,,,1.822,,,,1640908800.0,0.00179,330095136.0,0.628,,,4.4731064,0.70507,1703980800.0,,1648684800.0,,,195243660.0,0.390284,7445521920.0,2.0,,1527206400.0,2769:100,,,,,0.85688096,,,,,,,,,,,7.96,8.0,5.1218,,0.0,,8.26,,17942141.0,7.96,6.8824,,8.0,,17942141.0,,,,,,,8.0,TRY,12.977706,6403653.0,,,,5395299840.0,,,13172776.0,8.0,8.17,0.0,6403653.0,8.26,,,3.66,8.15,False,,0.0,8.26,,8.15,https://logo.clearbit.com/kerevitas.com.tr,34850
KRVGD.IS,Consumer Defensive,3204.0,"Kervan Gida Sanayi ve Ticaret A.S. produces and sells candies in Turkey. The company provides jellies, licorices, marshmallows, lollipops, gums, and functional products. It also exports its products. The company was founded in 1994 is based in Istanbul, Turkey.",Istanbul,90 212 875 76 90,Turkey,[],https://www.kervangida.com,1.0,Yakuplu Mah.,90 212 875 76 89,Confectioners,Beysan Sanayi Sitesi Fuar Cad. No: 9/1 Beylikdüzü,0.10741,0.06819,0.2783,-603641472.0,2.085,0.07013,270894080.0,12.4,buy,535770676.0,-601427712.0,14.79,10.69,0.188,1.208,0.046469998,2.0,14.79,83.125,0.13268,17.19,113065128.0,1070362624.0,2522124544.0,0.474,TRY,10.509,0.614,2.0,IST,KERVAN GIDA,Kervan Gida Sanayi ve Ticaret A.S.,Europe/Istanbul,TRT,False,10800000,,EQUITY,KRVGD.IS,,,finmb_49713279,ba5c3b88-16eb-3bd9-a424-99fbaeecd05e,tr_market,,1.364,,12.698,,,,,,,,,4.434,,,,1640908800.0,0.01904,171998704.0,0.651,,,2.4109156,0.70574,1703980800.0,,1648684800.0,,,40033029.0,,3439875328.0,2.0,,,,,,,0.188,,,,,,,,,,,,10.57,10.72,,0.009839168,,,10.79,,,10.57,,0.104,10.72,,,,,,1656979200.0,,,10.61,TRY,16.420889,1012131.0,,,,,,,,10.61,10.69,,1012131.0,10.79,,,10.61,10.69,False,,,10.79,,10.69,https://logo.clearbit.com/kervangida.com,34524
KCHOL.IS,Industrials,108219.0,"Koç Holding A.S., through its subsidiaries, engages in the energy, automotive, consumer durables, finance, and other businesses in Turkey and internationally. The company's energy business operates petroleum refineries; distributes petroleum products and liquefied petroleum gases; and generates electricity through hydroelectric, natural gas, coal, thermal, and solar power and other renewable plants. It serves customers under the Akpa, Aygaz, Lipetgaz, Mogaz, Pursu, Aygaz Dogalaz, Demir Export, Ditas, Opet Fuchs, Opet, THY Opet, Tupras, Elektra Bregenz, and Entek brand names. The company's automotive business provides light commercial vehicles, passenger cars, tractors, buses, and trucks, as well as offers automotive retailing and car rental services. It serves customers under the Ford, Koç Fiat Kredi, Otokar, Avis, Birmot, Budget, Otokoç, Otokoç Otomotiv, Otokoç Sigorta, Alfa Romeo, Ferrari, Fiat, Lancia, Maserati, Otoeksper, Tofas, Case IH, and TürkTraktör. The company's consumer durables business offers white goods, televisions, and air conditioners under the Arçelik, Beko, Leisure, Arctic, Altus, Grundig, Blomberg, Defy, Elektra Bregenz, Flavel, Arçelik LG, TEE, and WAT brand names. Its finance business provides various banking and financial products and services that include private banking, factoring, leasing, portfolio management, and credit cards under the Koçfinans, Yapi Kredi Bankasi, Token, akpakoc, Yapi Kredi Faktoring, Yapi Kredi, Yapi Kredi Leasing, Yapi Kredi Kültür Sanat Yayincilik, Yapi Kredi Portföy Yönetimi, Yapi Kredi Yatirim, and Yapi Kredi Koray brand names. The company's other business offers tomato products and pastes, canned pickles, and ketchups; and pasteurized milk, as well as do it yourself retailing, marina, tourism, and information technology services under various brand names. The company was founded in 1926 and is based in Istanbul, Turkey.",Istanbul,90 216 531 00 00,Turkey,[],https://www.koc.com.tr,1.0,Nakkastepe Azizbey Sok. No: 1,90 216 531 00 99,Conglomerates,Kuzguncuk-Üsküdar,0.13135,0.04483,0.22549999,65174290432.0,1.654,0.12031,57991745536.0,41.8,buy,80063869000.0,68388970496.0,52.15,51.1,2.178,0.808,0.03587,8.0,51.04,224.755,0.30409,58.5,127833022464.0,312352604160.0,441488736256.0,50.427,TRY,174.13,0.671,1.8,IST,KOC HOLDING,Koç Holding A.S.,Europe/Istanbul,TRT,True,10800000,,EQUITY,KCHOL.IS,,,finmb_874285,8b55b424-4760-3c7f-98ed-64b6910f51da,tr_market,,0.777,,5.912,,,4.72,,2535300096.0,,,,18.274,,,,1640908800.0,0.07181,19792640000.0,3.657,,,2.7963226,0.57067,1703980800.0,,1648684800.0,,,854905955.0,0.809463,342871670784.0,2.0,,1339113600.0,105:100,,,,2.177,0.29344764,,,,10.826271,,,,,,,49.1,49.66,36.73155,,0.19049999,,51.45,,26296122.0,49.1,40.3658,,49.66,,26296122.0,,,0.9,1649289600.0,,,49.62,TRY,13.973202,16304877.0,,,,129553833984.0,,,20776126.0,49.62,51.1,0.0,16304877.0,51.45,,2.04,20.66,51.05,False,0.024500001,0.0,51.45,,51.1,https://logo.clearbit.com/koc.com.tr,34674
KORDS.IS,Consumer Cyclical,4925.0,"Kordsa Teknik Tekstil A.S. manufactures and sells carcass and industrial fabrics. The company offers industrial fabrics, which are used in the structure of vehicle tires; rubber and plastic materials, such as transmission belts, V belts, rubber hoses, etc.; and denier fiber and connection fabrics. It also produces and markets fabrics for mechanical rubber goods and other rubber reinforcement materials; converts various types of yarns into cord fabrics; provides advanced composites to the civil aviation sector; and offers nylon 6, nylon 6.6, and polyethylene-terephthalate high modulus low shrinkage polyester, as well as rayon heavy decitex yarns for use in tires and mechanical rubber goods. The company provides its products primarily to the tire, construction, and composite reinforcement industries. It principally operates in North America, South America, Europe, the Middle East, Africa, and Asia. The company was formerly known as Kordsa Endüstriyel Iplik ve Kord Bezi Sanayi ve Ticaret Anonim Sirketi and changed its name to Kordsa Teknik Tekstil A.S. in March 2017. The company was incorporated in 1973 and is headquartered in Izmit, Turkey. Kordsa Teknik Tekstil A.S. is a subsidiary of Haci Ömer Sabanci Holding A.S.",Izmit,90 262 316 70 00,Turkey,[],https://www.kordsa.com,1.0,Alikahya Fatih Mah.,90 262 316 70 70,Textile Manufacturing,Sanayici Cad. No:90,0.16520001,0.10001001,0.22918,164244976.0,1.748,0.13073,1740739456.0,27.36,buy,1731966930.0,-1805574784.0,46.35,56.8,2.159,1.153,0.068509996,5.0,42.6,67.787,0.21146,55.5,237119376.0,5140557312.0,10537162752.0,1.219,TRY,54.162,0.572,2.0,IST,KORDSA TEKNIK TEKSTIL,Kordsa Teknik Tekstil A.S.,Europe/Istanbul,TRT,False,10800000,,EQUITY,KORDS.IS,,,finmb_5392271,d166c519-a9ba-3f82-92c4-238527e71080,tr_market,,1.492,,9.033,,,0.4,,194528992.0,,,,13.269,,,,1640908800.0,0.01795,1059333952.0,0.786,,,4.280654,0.71109,1703980800.0,,1648684800.0,,,56201395.0,0.464824,15724263424.0,2.0,,1104710400.0,1:1000,,,,2.16,1.0485979,,,,142.0,,,,,,,56.05,56.45,42.04845,0.0044603036,0.0332,,57.45,,4228808.0,56.05,51.7694,0.25,56.45,,4228808.0,,,0.82,1649030400.0,,,56.3,TRY,72.264626,1129656.0,,,,11049246720.0,,,3183539.0,56.3,56.85,,1129656.0,59.55,,,23.48,56.8,False,0.017,,57.45,,56.8,https://logo.clearbit.com/kordsa.com,41310
KOZAL.IS,Basic Materials,2624.0,"Koza Altin Isletmeleri A.S. explores for and operates gold mines in Turkey. It owns and operates seven mines in OvacikBergama-Izmir, Çukuralan-Izmir, Kaymaz-Eskisehir, Mastra- Gümüshane, and Himmetdede-Kayseri regions. The company was founded in 1989 and is headquartered in Ankara, Turkey.",Ankara,90 312 587 10 00,Turkey,[],https://www.kozaaltin.com.tr,1.0,Ugur Mumcu Mahallesi,90 312 587 11 00,Gold,"Fatih Sultan Mehmet Bulvar No, 310, Istanbul Yolu 10. Km Yenimahalle",0.52643,0.74524003,0.64481,2072955008.0,0.66,0.47615,2401722880.0,122.0,buy,2523007000.0,1182675328.0,220.0,181.2,0.598,9.141,0.12144,5.0,196.5,0.375,0.34273997,273.5,9162661888.0,43590000.0,4562299904.0,60.083,TRY,29.917,8.573,2.0,IST,KOZA ALTIN,Koza Altin Isletmeleri A.S.,Europe/Istanbul,TRT,False,10800000,,EQUITY,KOZAL.IS,,,finmb_47791369,c7a5c505-e332-35f5-85f8-83fa50581e8c,tr_market,,3.423,,6.502,,,2.27,,152500000.0,,,,53.92,,,,1640908800.0,0.054840002,3400025088.0,13.629,,,3.3605342,0.7,1703980800.0,,1648684800.0,,,45750000.0,0.884422,15616428032.0,2.0,,1276646400.0,2:1,,,,0.598,6.0568137,,,,79.82379,,,,,,,174.0,178.8,153.1045,,0.0,,182.2,,4763201.0,174.0,163.818,,178.8,,4763201.0,,,17.55,1657152000.0,,,178.1,TRY,13.295179,4292760.0,,,,27633000448.0,,,4381762.0,178.1,181.2,0.0,4292760.0,206.8,,,92.05,181.1,False,0.1082,0.0,182.2,,181.2,https://logo.clearbit.com/kozaaltin.com.tr,06370
KOZAA.IS,Basic Materials,2858.0,"Koza Anadolu Metal Madencilik Isletmeleri A.S. operates in the mining sector in Turkey. The company explores for, develops, and produces copper, lead-zinc, iron, and other mineral deposits. The company holds interests in the Balikesir Sagirlar project located in the Province of Balikesir; Nigde-Ciftehan project located in the province of Nigde; Nigde Elmali project located in Ulukisla Town; Giresun Konak project; and Batman Sason project. It also provides air transportation, tourism and hotel management, and food and livestock services. The company was founded in 1985 and is based in Ankara, Turkey. Koza Anadolu Metal Madencilik Isletmeleri A.S. is a subsidiary of Ipek Dogal Enerji Kaynaklari Arastirma ve Uretim A.S.",Ankara,90 312 587 10 00,Turkey,[],https://www.kozametal.com.tr,1.0,Fatih Sultan Mehmet Bulvar,90 312 587 11 00,Other Industrial Metals & Mining,"Istanbul Yolu, 10.km No:310 Yenimahalle",0.51932,0.27832,0.61885,2220133888.0,0.668,0.46588,2459271936.0,18.14,buy,2510962000.0,1372169600.0,29.0,30.2,0.171,8.782,0.12109,2.0,29.0,0.374,0.31679,39.85,9347293184.0,43590000.0,4735539200.0,24.086,TRY,12.202,8.212,2.0,IST,KOZA MADENCILIK,Koza Anadolu Metal Madencilik Isletmeleri A.S.,Europe/Istanbul,TRT,False,10800000,,EQUITY,KOZAA.IS,,,finmb_20683937,c1f8e35e-a237-357c-bca7-5fedd83fd03f,tr_market,,1.707,,3.287,,,,,388080000.0,,,,10.082,,,,1640908800.0,0.07151,1317997952.0,2.289,,,2.9954376,0.5225,1703980800.0,,1648684800.0,,,175606200.0,0.903266,8082910208.0,2.0,,1196380800.0,210:100,,,,0.171,2.4765453,,,,,,,,,,,29.4,30.2,25.69015,,0.0,,30.5,,25259918.0,29.4,26.9324,,30.2,,25259918.0,,,,,,,29.96,TRY,13.202271,19737500.0,,,,11727777792.0,,,17976812.0,29.96,30.2,0.0,19737500.0,35.04,,,13.95,30.2,False,,0.0,30.5,,30.22,https://logo.clearbit.com/kozametal.com.tr,06370
LOGO.IS,Technology,1343.0,"Logo Yazilim Sanayi ve Ticaret A.S. develops and markets software solutions in Turkey and Romania. The company provides ERP solutions, which include Logo j-Platform, Logo Tiger Wings Enterprise, Logo Tiger 3 Enterprise, Logo Tiger Wings, Logo Tiger 3, Logo Netsis Wings Enterprise, Logo Netsis 3 Enterprise, Logo Netsis Wings, and Logo Netsis 3 Standard; and business analytics solutions, such as Logo Mind Insight, Logo Mind Navigator, and Logo Mind Budget. It also offers e-Invoice, e-Archive, e-Ledger, e-Dispatch, e-Producer Receipt, e-Reconciliation, e-Extract, Connect Bank, Connect B2b, and LogoPay; Logo Isbasi, Logo Start 3, Logo GO Wings, Logo GO 3, Logo Netsis Wings Entegre, Logo Netsis 3 Entegre, and Logo Mali Müsavir 3; warehouse management system solutions, consisting of Logo WMS Platform and Logo WMS; and Logo Mobile Sales. In addition, the company provides human resources solutions, consisting of Logo j-HR, Logo Tiger HR, Logo Bordro Plus, Logo Netsis HR, Logo Netsis 3 Bordro, and Logo Payroll; retail solutions, including Logo Diva Retail, Logo Diva Service, Logo Diva Channel, and Logo Diva Shop; ecosystem solutions; CRM solutions, which includes Logo CRM; and project solutions that comprises of Logo Treasury Wizard and Logo B2B. Further, it offers workflow management solutions, such as Logo Flow; occupational health and safety, consisting of eLogo OHS; and digital transformation services, including digital transformation consultancy, project management, project implementation, custom software development, customization and integration, post-project support services, and system management, as well as support services. The company was founded in 1984 and is headquartered in Gebze, Turkey.",Gebze,90 262 679 80 00,Turkey,[],https://www.logo.com.tr,1.0,Gebze Organize Sanayi BOelgesi,90 262 679 80 80,Software—Application,Sahabettin Bilgisu Caddesi No: 609,0.28842,0.33743998,0.80399,458813728.0,0.931,0.27454,258570288.0,49.0,buy,624032739.0,291000544.0,70.66,47.36,0.694,1.133,0.103599995,5.0,66.31,29.138,0.41396,71.7,489425376.0,272269952.0,896514880.0,5.077,TRY,9.278,1.053,1.7,IST,LOGO YAZILIM,Logo Yazilim Sanayi ve Ticaret A.S.,Europe/Istanbul,TRT,False,10800000,,EQUITY,LOGO.IS,,,finmb_20853858,304d62a5-0285-3806-8aaf-b3b48a564edf,tr_market,,4.635,,16.07,,,3.37,,96519296.0,,,,21.272,,,,1640908800.0,0.186,302520256.0,4.581,,,2.226401,0.387,1703980800.0,,1648684800.0,,,63975575.0,1.023869,4155163648.0,2.0,,1624233600.0,400:100,,,,0.692,5.0988045,,,,14.053413,,,,,,,46.54,46.8,43.5275,0.025784273,0.0958,,47.96,,1030908.0,46.54,44.916,1.2,46.8,,1030908.0,,,0.9,1652659200.0,,,46.8,TRY,10.338354,721821.0,,,,4571153920.0,,,968211.0,46.8,47.38,0.0,721821.0,53.85,,,37.68,47.36,False,0.0196,0.0,47.96,,47.36,https://logo.clearbit.com/logo.com.tr,41400
MAVI.IS,Consumer Cyclical,5267.0,"Mavi Giyim Sanayi ve Ticaret A.S. engages in the wholesale and retail sale of ready-to-wear denim apparel for men, women, and children. The company offers knit and woven shirts, T-shirts, sweaters, jackets, skirts, dresses, accessories, and denim bottoms. It operates 327 retail stores, 68 franchised stores, and 500 wholesale doors in Turkey; 1 retail store and 800 wholesale doors in Europe; 1,200 wholesale doors in the United States; 4 retail stores and 1,000 wholesale doors in Canada; 19 retail stores, 17 franchised stores, and 125 wholesale doors in Russia; and 20 franchise stores and 25 wholesale doors internationally, as well as e-commerce platforms. Mavi Giyim Sanayi ve Ticaret A.S. was incorporated in 1991 and is based in Istanbul, Turkey.",Istanbul,90 212 371 20 00,Turkey,[],https://www.mavicompany.com,1.0,Sultan Selim Mah. Eski Büyükdere Cad. 53,90 212 284 06 90,Apparel Retail,Kagithane,0.20072001,0.11453,0.53287,1476775936.0,1.487,0.18425,1153698944.0,41.45,buy,2371663000.0,824430528.0,62.67,71.75,8.318,1.139,0.17464,6.0,64.22,105.148,0.67154,99.0,1539947008.0,1506283008.0,5747812864.0,15.506,TRY,57.875,0.732,2.0,IST,MAVI GIYIM,Mavi Giyim Sanayi ve Ticaret A.S.,Europe/Istanbul,TRT,False,10800000,,EQUITY,MAVI.IS,,,finmb_4457926,5671dc48-b22d-3be5-bbcc-2a70ed19d5f7,tr_market,,1.102,,5.49,,,7.5,,645744000.0,,,,10.266,,,,1643587200.0,0.14761,658310016.0,0.092,,,6.9890904,0.27186,1706659200.0,,1651276800.0,,,44771744.0,1.264656,6333395456.0,2.0,,,,,,,8.318,8.060828,,,,9.566667,,,,,,,69.8,69.95,43.332474,0.008753581,0.0461,,72.9,,1370235.0,69.8,61.6248,0.611,69.95,,1370235.0,,,1.21,1660608000.0,,,69.8,TRY,779.8913,984897.0,,,,46332133376.0,,,1720607.0,69.8,71.85,0.0,984897.0,73.15,,,26.675,71.75,False,0.019199999,0.0,72.9,,71.75,https://logo.clearbit.com/mavicompany.com,34418
MGROS.IS,Consumer Defensive,40060.0,"Migros Ticaret A.S., together with its subsidiaries, engages in the retail sale of food and beverages, and consumer and durable goods. The company operates Migros Sanal Market, an online food retailing website, as well as Tazedirekt.com, an online shopping website. As of March 04, 2022, it had a total of 2,567 stores with 2,455 Migros and 112 Macrocenter in 81 provinces in Turkey covering an area 2,739,475 square meters. The company also rents floor space in the shopping malls to other trading companies. Migros Ticaret A.S. was founded in 1954 and is headquartered in Istanbul, Turkey.",Istanbul,90 216 579 30 00,Turkey,[],https://www.migroskurumsal.com,1.0,Atatürk Mahallesi Turgut Özal,90 216 579 35 00,Grocery Stores,Bulvari No: 7 Atasehir,0.054819997,0.00567,0.24159999,3735616000.0,0.596,0.044910002,2239655936.0,49.8,buy,8648150000.0,1538920832.0,63.25,93.0,-0.608,0.732,0.065359995,11.0,65.7,1030.423,0.66757005,90.0,4377385984.0,6803955200.0,40854548480.0,24.177,TRY,225.651,0.311,2.2,IST,MIGROS TICARET,Migros Ticaret A.S.,Europe/Istanbul,TRT,False,10800000,,EQUITY,MGROS.IS,,,finmb_52174048,3a5e02ff-bd36-3388-8b30-f1c43ad3998f,tr_market,,0.309,,5.637,,,2.0,,178092000.0,,,,0.172,,,,1640908800.0,0.16461,231579008.0,-2.226,,,540.69763,0.49181998,1703980800.0,,1648684800.0,,,92007173.0,0.639865,12625734656.0,2.0,,1104710400.0,1:1000,,,,-0.608,0.405403,,,,46.5,,,,,,,90.0,91.15,48.0901,,0.0,,93.2,,2452186.0,90.0,62.8318,,91.15,,2452186.0,,,,1275004800.0,,,90.35,TRY,,1094358.0,,,,16562555904.0,,,2868883.0,90.35,93.15,0.0,1094358.0,93.2,,,30.94,93.0,False,,0.0,93.2,,93.0,https://logo.clearbit.com/migroskurumsal.com,34758
NTHOL.IS,Consumer Cyclical,4820.0,"Net Holding A.S. engages in the tourism, finance, and publishing activities in Turkey, Croatia, Bulgaria, Azerbaijan, Montenegro, and the Turkish Republic of Northern Cyprus. It is involved in the hotel and accommodation, touristic shopping, casino management, and car and parking lot rental, as well as brokerage activities. The company also publishes books and newspapers, as well as provides bookstore and stationery products. In addition, it offers food and beverages products; and invests in touristic facilities, such as 5-star hotels, bungalows, casinos, and golf courses, as well as engages in the construction activities; and operates in the field of store management. The company was founded in 1974 and is based in Istanbul, Turkey.",Istanbul,90 212 358 04 44,Turkey,[],https://www.netholding.com,1.0,Etiler Mahallesi Bade Sokak,90 212 358 04 45,Travel Services,No: 9 Etiler Besiktas,0.32694998,0.68047,0.39887002,1481263104.0,10.668,0.20913,492076128.0,,none,368936749.0,-134371680.0,,12.37,,0.627,0.015369999,,,32.08,0.15569,,954633984.0,3392379136.0,1505057536.0,2.024,TRY,3.19,0.531,,IST,NET HOLDING,Net Holding A.S.,Europe/Istanbul,TRT,False,10800000,,EQUITY,NTHOL.IS,,,finmb_3735096,f4c2d976-b09a-30db-b248-756261db0bd4,tr_market,,5.613,,17.168,,,,,341955008.0,,,,11.818,,,,1640908800.0,0.01696,1024085760.0,-1.432,,,1.0467085,0.59602,1703980800.0,,1648684800.0,,,135658301.0,1.039363,8448049664.0,2.0,,1109635200.0,300:100,,,,,2.8105128,,,,,,,,,,,12.31,12.37,9.67005,,0.0,,12.48,,4072181.0,12.31,11.6236,,12.37,,4072181.0,,,,1371686400.0,,,12.32,TRY,,906233.0,,,,4229983488.0,,,3269727.0,12.32,12.37,0.0,906233.0,13.99,,,4.12,12.36,False,,0.0,12.48,,12.37,https://logo.clearbit.com/netholding.com,34337
ODAS.IS,Utilities,886.0,"Odas Elektrik Üretim Sanayi Ticaret A.S., together with its subsidiaries, produces and sells electricity by natural gas combined cycling in Turkey and internationally. The company operates a natural gas combined cycle power plant with an installed capacity of 140 MW; a solar energy power plant with an installed capacity of 0.25 MW; a hydroelectric power plant with an installed capacity of 8.2 MW; and a thermal power plant with an installed capacity of 340 MW. It also produces, imports, and wholesales natural gas, liquefied natural gas (LNG), and compressed natural gas (CNG) to exporters, LNG and CNG clients, wholesale companies, and eligible consumers. In addition, the company extracts, purchases, manufactures, imports, exports, sells, and installs various natural stone and mineral ores that primarily include gold, antimony, and coal. Odas Elektrik Üretim Sanayi Ticaret A.S. was founded in 2010 and is headquartered in Istanbul, Turkey.",Istanbul,90 216 474 14 74,Turkey,[],https://www.odasenerji.com.tr,1.0,Barbaros Mh. Karanfil Sk.,90 216 474 04 74,Utilities—Regulated Electric,Varyap Meridian Sitesi No:1/D Villa 4 Bat Atasehir,0.36193,0.27569,0.38256,3292726528.0,2.864,0.32096002,810506176.0,,hold,382422327.0,-3269418752.0,,5.03,,1.132,0.08112001,,,61.997,0.29368,,357183776.0,2476761344.0,2239419648.0,0.255,TRY,2.3,0.716,3.0,IST,ODAS ELEKTRIK,Odas Elektrik Üretim Sanayi Ticaret A.S.,Europe/Istanbul,TRT,False,10800000,,EQUITY,ODAS.IS,,,finmb_232776560,8bef8195-efc4-3e5a-93d7-5c05950dde58,tr_market,,3.321,,9.175,,,0.71,,1400000000.0,,,,1.326,,,,1640908800.0,0.005,617461696.0,-0.443,,,3.7933638,0.20684999,1703980800.0,,1648684800.0,,,1059576000.0,1.199329,7436396032.0,2.0,,1492992000.0,2:1,,,,,3.1445649,,,,7.0845075,,,,,,,4.88,4.91,2.3757,,0.0,,5.07,,63779860.0,4.88,3.8756,,4.91,,63779860.0,,,,1432857600.0,,,4.89,TRY,,23487613.0,,,,7042000384.0,,,178635614.0,4.89,5.03,0.0,23487613.0,5.18,,,1.25,5.02,False,,0.0,5.07,,5.03,https://logo.clearbit.com/odasenerji.com.tr,
OTKAR.IS,Consumer Cyclical,2286.0,"Otokar Otomotiv ve Savunma Sanayi A.S. engages in manufacturing and selling commercial vehicles in Turkey. The company provides off road vehicles, armored vehicles, minibuses, midibuses and autobuses, trailers, semi-trailers, light truck, and cross-country vehicles. It also operates buses, light trucks, wheeled and tracked armored vehicles, and turret systems. The company exports its products. It serves the automotive, transportation, logistics, and defense industries. The company was founded in 1963 and is headquartered in Istanbul, Turkey.",Istanbul,90 216 489 29 50,Turkey,[],https://www.otokar.com.tr,1.0,Aydinevler Mahallesi,90 216 489 29 67,Auto Manufacturers,Saygi Caddesi No: 58 Maltepe,0.21751,0.18854,0.35729,371952000.0,1.399,0.21013,1370355968.0,450.0,buy,1716685000.0,-816878400.0,542.48,502.9,,1.259,0.12788,4.0,530.63,226.592,0.94233,587.54,568227008.0,3535831040.0,6300105216.0,23.676,TRY,187.87,0.592,2.2,IST,OTOKAR,Otokar Otomotiv ve Savunma Sanayi A.S.,Europe/Istanbul,TRT,False,10800000,,EQUITY,OTKAR.IS,,,finmb_884322,ffb6266f-b2d7-3e87-ab79-736c46a5bf69,tr_market,,2.294,,10.546,,,,,24000000.0,,,,28.484,,,,1640908800.0,0.0304,1187809024.0,29.309,,,17.655525,0.6949,1703980800.0,,1656547200.0,,,7322400.0,,14451604480.0,2.0,,1104710400.0,1:1000,,,,0.184,1.9157776,,,,,,,,,,,491.0,493.8,423.548,,0.4406,,506.6,,421229.0,491.0,465.404,,493.8,,421229.0,,,20.83,1648425600.0,,,493.4,TRY,17.158552,291278.0,,,,12069600256.0,,,271463.0,493.4,503.0,0.0,291278.0,539.7,,3.78,300.1,502.6,False,0.0435,0.0,506.6,,502.9,https://logo.clearbit.com/otokar.com.tr,34854
